cod_assunto;cod_item_pai;artigo;dispositivo_legal;nome;glossario
11,454;11,437;2° e 11, II;Lei 6.091/74;Desatendimento à Requisição de Veículo ou Embarcação;Art. 2º - Se a utilização de veículos pertencentes às entidades previstas no Art. 1º não for suficiente para atender ao disposto nesta Lei, a Justiça Eleitoral requisitará veículos e embarcações a particulares, de preferência os de aluguel. Parágrafo único. Os serviços requisitados serão pagos, até trinta dias depois do pleito, a preços que correspondam aos critérios da localidade. A despesa correrá por conta do Fundo Partidário ............................................................... Art. 11 - Constitui crime eleitoral: .............................................................. II - desatender à requisição de que trata o Art. 2: Pena - pagamento de 200 a 300 dias-multa, além da apreensão do veículo para o fim OBSERVAÇÃO: Art. 1º - Os veículos e embarcações, devidamente abastecidos e tripulados, pertencentes à União, Estados, Territórios e Municípios e suas respectivas autarquias e sociedades de economia mista, excluídos os de uso militar, ficarão à disposição da Justiça Eleitoral para o transporte gratuito de eleitores em zonas rurais, em dias de eleição. § 1º - Excetuam-se do disposto neste artigo os veículos e embarcações em número justificadamente indispensável ao funcionamento de serviço público insusceptível de interrupção. § 2º - Até quinze dias antes das eleições, a Justiça Eleitoral requisitará dos órgãos da administração direta ou indireta da União, dos Estados, Territórios, Distrito Federal e Municípios os funcionários e as instalações de que necessitar para possibilitar a execução dos serviços de transporte e alimentação de eleitores previstos nesta Lei.
11,455;11,437;5°, 8°, 10 e 11, III;Lei 6.091/74;Descumprimento da Proibição de Fornecimento de Transporte ou Refeições a Eleitores;"Art. 5º - Nenhum veículo ou embarcação poderá fazer transporte de eleitores desde o dia anterior até o posterior à eleição, salvo: I - a serviço da Justiça Eleitoral; II - coletivos de linhas regulares e não fretados; III - de uso individual do proprietário, para o exercício do próprio voto e dos membros da sua família; ............................................................... Art. 8º - Somente a Justiça Eleitoral poderá, quando imprescindível, em face da absoluta carência de recursos de eleitores da zona rural, fornecer-lhes refeições, correndo, nesta hipótese, as despesas por conta do Fundo Partidário. ............................................................... Art. 10 - É vedado aos candidatos ou órgãos partidários, ou a qualquer pessoa, o fornecimento de transporte ou refeições aos eleitores da zona urbana. ............................................................... IV - o serviço normal, sem finalidade eleitoral, de veículos de aluguel não atingidos pela requisição de que trata o Art. 2. Art. 11 - Constitui crime eleitoral: ............................................................... III - descumprir a proibição dos artigos 5, 8 e 10: Pena - reclusão de quatro a seis anos e pagamento de 200 a 300 dias multa (Art. 302 do Código Eleitoral); OBSERVAÇÃO: Art. 2º - Se a utilização de veículos pertencentes às entidades previstas no Art. 1º não for suficiente para atender ao disposto nesta Lei, a Justiça Eleitoral requisitará veículos e embarcações a particulares, de preferência os de aluguel. Parágrafo único. Os serviços requisitados serão pagos, até trinta dias depois do pleito, a preços que correspondam aos critérios da localidade. A despesa correrá por conta do Fundo Partidário."
11,456;9,74;217-A;CP;Estupro de Vulnerável;Estupro de vulnerável (Incluído pela Lei nº 12.015, de 2009) Art. 217-A. Ter conjunção carnal ou praticar outro ato libidinoso com menor de 14 (catorze) anos: (Incluído pela Lei nº 12.015, de 2009) Pena - reclusão, de 8 (oito) a 15 (quinze) anos. (Incluído pela Lei nº 12.015, de 2009) § 1o Incorre na mesma pena quem pratica as ações descritas no caput com alguém que, por enfermidade ou deficiência mental, não tem o necessário discernimento para a prática do ato, ou que, por qualquer outra causa, não pode oferecer resistência. (Incluído pela Lei nº 12.015, de 2009) § 2o (VETADO) (Incluído pela Lei nº 12.015, de 2009) § 3o Se da conduta resulta lesão corporal de natureza grave: (Incluído pela Lei nº 12.015, de 2009) Pena - reclusão, de 10 (dez) a 20 (vinte) anos. (Incluído pela Lei nº 12.015, de 2009) § 4o Se da conduta resulta morte: (Incluído pela Lei nº 12.015, de 2009) Pena - reclusão, de 12 (doze) a 30 (trinta) anos.(Incluído pela Lei nº 12.015, de 2009)
11,457;9,74;228;CP;Favorecimento de Prostituição ou Outra Forma de Exploração Sexual;Favorecimento da prostituição ou outra forma de exploração sexual (Redação dada pela Lei nº 12.015, de 2009) Art. 228. Induzir ou atrair alguém à prostituição ou outra forma de exploração sexual, facilitá-la, impedir ou dificultar que alguém a abandone: (Redação dada pela Lei nº 12.015, de 2009) Pena - reclusão, de 2 (dois) a 5 (cinco) anos, e multa. (Redação dada pela Lei nº 12.015, de 2009) § 1o Se o agente é ascendente, padrasto, madrasta, irmão, enteado, cônjuge, companheiro, tutor ou curador, preceptor ou empregador da vítima, ou se assumiu, por lei ou outra forma, obrigação de cuidado, proteção ou vigilância: (Redação dada pela Lei nº 12.015, de 2009) Pena - reclusão, de 3 (três) a 8 (oito) anos. (Redação dada pela Lei nº 12.015, de 2009) § 2º - Se o crime, é cometido com emprego de violência, grave ameaça ou fraude: Pena - reclusão, de quatro a dez anos, além da pena correspondente à violência. § 3º - Se o crime é cometido com o fim de lucro, aplica-se também multa.
11,458;9,74;218-B;CP;Favorecimento de Prostituição ou Outra Forma de Exploração Sexual de Vulnerável;"Favorecimento da prostituição ou outra forma de exploração sexual de vulnerável (Incluído pela Lei nº 12.015, de 2009) Art. 218-B. Submeter, induzir ou atrair à prostituição ou outra forma de exploração sexual alguém menor de 18 (dezoito) anos ou que, por enfermidade ou deficiência mental, não tem o necessário discernimento para a prática do ato, facilitá-la, impedir ou dificultar que a abandone: (Incluído pela Lei nº 12.015, de 2009) Pena - reclusão, de 4 (quatro) a 10 (dez) anos. (Incluído pela Lei nº 12.015, de 2009) § 1o Se o crime é praticado com o fim de obter vantagem econômica, aplica-se também multa. (Incluído pela Lei nº 12.015, de 2009) § 2o Incorre nas mesmas penas: (Incluído pela Lei nº 12.015, de 2009) I - quem pratica conjunção carnal ou outro ato libidinoso com alguém menor de 18 (dezoito) e maior de 14 (catorze) anos na situação descrita no caput deste artigo; (Incluído pela Lei nº 12.015, de 2009) II - o proprietário, o gerente ou o responsável pelo local em que se verifiquem as práticas referidas no caput deste artigo. (Incluído pela Lei nº 12.015, de 2009) § 3o Na hipótese do inciso II do § 2o, constitui efeito obrigatório da condenação a cassação da licença de localização e de funcionamento do estabelecimento.(Incluído pela Lei nº 12.015, de 2009)"
11,459;9,74;218-A;CP;Satisfação de Lascívia Mediante Presença de Criança ou Adolescente;Satisfação de lascívia mediante presença de criança ou adolescente (Incluído pela Lei nº 12.015, de 2009) Art. 218-A. Praticar, na presença de alguém menor de 14 (catorze) anos, ou induzi-lo a presenciar, conjunção carnal ou outro ato libidinoso, a fim de satisfazer lascívia própria ou de outrem: (Incluído pela Lei nº 12.015, de 2009) Pena - reclusão, de 2 (dois) a 4 (quatro) anos.%u201D (Incluído pela Lei nº 12.015, de 2009)
11,46;9,74;231-A;CP;Tráfico Interno de Pessoa para Fim de Exploração Sexual;"Tráfico interno de pessoa para fim de exploração sexual (Redação dada pela Lei nº 12.015, de 2009) Art. 231-A. Promover ou facilitar o deslocamento de alguém dentro do território nacional para o exercício da prostituição ou outra forma de exploração sexual: (Redação dada pela Lei nº 12.015, de 2009) Pena - reclusão, de 2 (dois) a 6 (seis) anos. (Redação dada pela Lei nº 12.015, de 2009) § 1o Incorre na mesma pena aquele que agenciar, aliciar, vender ou comprar a pessoa traficada, assim como, tendo conhecimento dessa condição, transportá-la, transferi-la ou alojá-la. (Incluído pela Lei nº 12.015, de 2009) § 2o A pena é aumentada da metade se: (Incluído pela Lei nº 12.015, de 2009) I - a vítima é menor de 18 (dezoito) anos; (Incluído pela Lei nº 12.015, de 2009) II - a vítima, por enfermidade ou deficiência mental, não tem o necessário discernimento para a prática do ato; (Incluído pela Lei nº 12.015, de 2009) III - se o agente é ascendente, padrasto, madrasta, irmão, enteado, cônjuge, companheiro, tutor ou curador, preceptor ou empregador da vítima, ou se assumiu, por lei ou outra forma, obrigação de cuidado, proteção ou vigilância; ou (Incluído pela Lei nº 12.015, de 2009) IV - há emprego de violência, grave ameaça ou fraude. (Incluído pela Lei nº 12.015, de 2009) § 3o Se o crime é cometido com o fim de obter vantagem econômica, aplica-se também multa.(Incluído pela Lei nº 12.015, de 2009)"
11,461;9,74;215;CP;Violação Sexual Mediante Fraude;Aplicado a crimes praticados a partir de 10/08/2010. Violação sexual mediante fraude (Redação dada pela Lei nº 12.015, de 2009) Art. 215. Ter conjunção carnal ou praticar outro ato libidinoso com alguém, mediante fraude ou outro meio que impeça ou dificulte a livre manifestação de vontade da vítima: (Redação dada pela Lei nº 12.015, de 2009) Pena - reclusão, de 2 (dois) a 6 (seis) anos. (Redação dada pela Lei nº 12.015, de 2009) Parágrafo único. Se o crime é cometido com o fim de obter vantagem econômica, aplica-se também multa. (Redação dada pela Lei nº 12.015, de 2009)
11,464;11,437;4°, 8° e 11, IV;Lei 6.091/74;Obstamento do Transporte e Fornecimento de Alimentos a Eleitores pela Justiça Eleitoral;"Art. 4º - Quinze dias antes do pleito, a Justiça Eleitoral divulgará, pelo órgão competente, o quadro geral de percursos e horários programados para o transporte de eleitores, dele fornecendo cópias aos partidos políticos. § 1º - O transporte de eleitores somente será feito dentro dos limites territoriais do respectivo município e quando das zonas rurais para as mesas receptoras distar pelo menos dois quilômetros. § 2º - Os partidos políticos, os candidatos, ou eleitores em número de vinte, pelo menos, poderão oferecer reclamações em três dias contados da divulgação do quadro. § 3º - As reclamações serão apreciadas nos três dias subseqüentes, delas cabendo recurso sem efeito suspensivo. § 4º - Decididas as reclamações, a Justiça Eleitoral divulgará, pelos meios disponíveis, o quadro definitivo. ............................................................... Art. 8º - Somente a Justiça Eleitoral poderá, quando imprescindível, em face da absoluta carência de recursos de eleitores da zona rural, fornecer-lhes refeições, correndo, nesta hipótese, as despesas por conta do Fundo Partidário. ............................................................... Art. 11 - Constitui crime eleitoral: ............................................................... IV - obstar, por qualquer forma, a prestação dos serviços previstos nos artigos 4 e 8 desta Lei, atribuídos à Justiça Eleitoral: Pena - reclusão de 2 (dois) a 4 (quatro) anos;"
11,465;11,437;11, V e Parágrafo Único;Lei 6.091/74;Utilização de Veículos e Embarcações Públicas em Campanha Eleitoral;Art. 11 - Constitui crime eleitoral: ............................................................... V - utilizar em campanha eleitoral, no decurso dos 90 (noventa) dias que antecedem o pleito, veículos e embarcações pertencentes à União, Estados, Territórios, Municípios e respectivas autarquias e sociedades de economia mista: Pena - cancelamento do registro do candidato ou de seu diploma, se já houver sido proclamado eleito. Parágrafo único. O responsável, pela guarda do veículo ou da embarcação, será punido com a pena de detenção, de 15 (quinze) dias a 6 (seis) meses, e pagamento de 60 (sessenta) a 100 (cem) dias-multa.
11,466;11,437;72,III;Lei 9.504/97;Dano a Equipamento Eleitoral;Art. 72. Constituem crimes, puníveis com reclusão, de cinco a dez anos: ............................................................... III - causar, propositadamente, dano físico ao equipamento usado na votação ou na totalização de votos ou a suas partes.
11,468;11,467;313;Código Eleitoral;Omissão na Expedição de Boletim de Apuração;Art. 313. Deixar o juiz e os membros da Junta de expedir o boletim de apuração imediatamente após a apuração de cada urna e antes de passar à subseqüente, sob qualquer pretexto e ainda que dispensada a expedição pelos fiscais, delegados ou candidatos presentes: Pena - pagamento de 90 a 120 dias-multa. Parágrafo único. Nas seções eleitorais em que a contagem for procedida pela mesa receptora incorrerão na mesma pena o presidente e os mesários que não expedirem imediatamente o respectivo boletim.
11,469;11,467;314;Código Eleitoral;Omissão no Recolhimento das Cédulas Apuradas, no Fechamento e Lacração da Urna;Art. 314. Deixar o juiz e os membros da Junta de recolher as cédulas apuradas na respectiva urna, fechá-la e lacrá-la, assim que terminar a apuração de cada seção e antes de passar à subseqüente, sob qualquer pretexto e ainda que dispensada a providencia pelos fiscais, delegados ou candidatos presentes: Pena - detenção até dois meses ou pagamento de 90 a 120 dias-multa. Parágrafo único. Nas seções eleitorais em que a contagem dos votos fôr procedida pela mesa receptora incorrerão na mesma pena o presidente e os mesários que não fecharem e lacrarem a urna após a contagem.
